Cap-shape,Cap-surface,Cap-color,Bruises?,Odor,Gill-attacment,Gill-spacing,Gill-size,Gill-color,Stalk-shape,Stalk-root,Stalk-surface-above-ring,Stalk-surface-below-ring,Stalk-color-above-ring,Stalk-color-below-ring,Veil-Type,Veil-Color,Ring-number,Ring-Type,Spore-print-color,Population,Habitat,Species
f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
k,y,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,y,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,f,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,y,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
x,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
k,s,n,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Lepiota cristata
k,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Lepiota cristata
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
k,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,Lepiota naucina
b,s,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,Lepiota naucina
f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,Agaricus meleagris
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,Agaricus meleagris
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
f,f,n,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
f,y,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,Agaricus meleagris
x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
k,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Lepiota cristata
x,f,w,t,a,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus abruptibulbus
f,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,s,g,Agaricus campestris
f,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,Agaricus californicus
f,f,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,Agaricus campestris
f,s,e,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,Lepiota americana
f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,p,Agaricus augustus
k,f,y,f,n,f,w,n,w,e,?,f,s,n,n,p,w,o,e,w,s,l,Lepiota acutesquamosa
b,y,n,f,n,f,c,n,w,e,?,k,f,w,g,p,w,o,e,w,v,d,Lepiota clypeolaria
f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,Agaricus xanthodermus
k,y,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,Agaricus arvensis
x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
x,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Lepiota cristata
f,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,Agaricus meleagris
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,d,Agaricus meleagris
k,y,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,Agaricus xanthodermus
k,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,Lepiota americana
f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,Agaricus meleagris
f,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Lepiota cristata
k,s,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus arvensis
f,f,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,Agaricus campestris
f,f,n,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
b,s,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,m,Agaricus xanthodermus
f,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,Agaricus xanthodermus
f,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,Agaricus meleagris
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,Agaricus meleagris
k,s,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Lepiota cristata
x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,Agaricus arvensis
f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,Agaricus xanthodermus
f,f,g,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,s,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,s,n,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Lepiota cristata
f,s,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Lepiota cristata
f,s,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Lepiota cristata
k,y,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,Lepiota americana
f,s,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,Agaricus californicus
f,s,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,u,Agaricus californicus
x,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,y,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,Agaricus meleagris
f,f,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
f,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
b,y,e,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,g,Agaricus xanthodermus
x,f,n,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,f,e,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,m,Agaricus arvensis
x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,s,g,Agaricus campestris
x,s,n,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,Lepiota americana
x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
f,f,n,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
b,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
f,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,Agaricus meleagris
b,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,s,w,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus abruptibulbus
f,y,n,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
k,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Lepiota cristata
x,s,w,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,Agaricus xanthodermus
f,s,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
x,s,e,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Lepiota cristata
f,y,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Lepiota cristata
k,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
x,f,n,t,a,f,c,b,n,e,r,k,y,w,w,p,w,o,p,n,s,g,Agaricus augustus
f,y,w,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,Agaricus xanthodermus
f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,v,l,Lepiota rubrotincta
x,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
x,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
k,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,Agaricus bitorquis
f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,Agaricus campestris
x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,Agaricus californicus
x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,Agaricus xanthodermus
f,s,n,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
f,f,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,y,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
x,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,Lepiota naucina
f,f,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus arvensis
x,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,Agaricus meleagris
f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,s,g,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus hondensis
x,s,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
b,s,w,t,n,f,c,b,u,e,b,s,s,w,w,p,w,t,p,r,v,g,Agaricus xanthodermus
k,s,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Lepiota cristata
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,Agaricus meleagris
b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,Agaricus arvensis
f,s,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,f,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,d,Agaricus meleagris
x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Lepiota cristata
k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,b,c,l,Lepiota rubrotincta
x,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,Agaricus meleagris
x,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,Agaricus meleagris
x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,Lepiota rubrotincta
x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,s,g,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,s,g,Agaricus campestris
x,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Lepiota naucina
k,s,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
x,s,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,p,Agaricus meleagris
x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,Agaricus arvensis
f,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,y,n,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,y,g,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,c,l,Lepiota rubrotincta
b,s,p,t,n,f,c,b,u,e,b,s,s,w,w,p,w,t,p,r,v,m,Agaricus xanthodermus
x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Lepiota cristata
x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,Agaricus arvensis
x,f,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,Agaricus hondensis
f,y,g,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
x,f,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Lepiota cristata
f,y,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,f,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,s,g,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,Agaricus meleagris
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,Agaricus meleagris
x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,Agaricus meleagris
f,y,g,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,Agaricus meleagris
x,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus abruptibulbus
f,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,f,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,Agaricus abruptibulbus
b,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,Agaricus arvensis
x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,Agaricus arvensis
k,s,e,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Lepiota cristata
f,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Lepiota cristata
f,y,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,Agaricus meleagris
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,Agaricus meleagris
x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,Agaricus meleagris
x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,Agaricus meleagris
f,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,n,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,Agaricus meleagris
x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,Agaricus californicus
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,Agaricus meleagris
x,y,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,Agaricus meleagris
f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,Agaricus meleagris
x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,f,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,Agaricus meleagris
f,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,y,p,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,Lepiota americana
x,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,d,Agaricus meleagris
x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,Agaricus meleagris
k,y,n,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Lepiota cristata
x,s,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,Agaricus arvensis
x,s,w,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,s,d,Agaricus hondensis
f,f,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,Agaricus meleagris
f,f,c,f,n,f,w,n,w,e,b,s,s,w,n,p,w,o,e,w,v,l,Lepiota acutesquamosa
f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,Agaricus meleagris
f,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,f,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,a,g,Agaricus campestris
x,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,Agaricus meleagris
f,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,s,u,Agaricus xanthodermus
x,y,e,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Lepiota cristata
x,y,n,f,m,f,c,b,h,e,c,k,y,c,c,p,w,o,n,w,c,d,Lepiota josserandi
f,f,g,t,n,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,Agaricus meleagris
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,g,Agaricus meleagris
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,Agaricus meleagris
f,f,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,Agaricus arvensis
x,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,Agaricus meleagris
f,y,w,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,Agaricus subrutilescens
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,Agaricus meleagris
f,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
f,y,e,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Lepiota cristata
f,y,e,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,Lepiota rubrotincta
b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,Agaricus arvensis
f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,Agaricus meleagris
f,f,n,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,k,y,u,Agaricus bitorquis
b,y,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,Agaricus arvensis
f,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
x,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Lepiota cristata
x,y,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,y,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,Agaricus haemorrhoidarius
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,Agaricus meleagris
b,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,u,Agaricus bitorquis
f,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,Agaricus augustus
f,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,Agaricus haemorrhoidarius
f,s,n,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Lepiota cristata
x,f,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,g,Agaricus meleagris
f,s,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Lepiota cristata
x,s,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,k,s,d,Agaricus hondensis
k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Lepiota cristata
k,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Lepiota cristata
f,f,n,t,f,f,c,b,h,t,b,k,k,b,b,p,w,o,l,h,s,p,Agaricus meleagris
f,y,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,v,d,Agaricus haemorrhoidarius
f,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,a,g,Agaricus campestris
k,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Lepiota cristata
f,y,w,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,Agaricus subrutilescens
f,s,b,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,Agaricus xanthodermus
k,y,n,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Lepiota cristata
x,y,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,Lepiota americana
x,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,Agaricus xanthodermus
k,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,b,c,l,Lepiota rubrotincta
x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,v,d,Agaricus haemorrhoidarius
x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,Agaricus augustus
k,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Lepiota cristata
